[-0.135 0.223 -0.526 0.840 -0.059 -0.321]
[-0.297 1.000 -1.000 0.147 0.963 -0.746]
[1.000 0.931 -0.660 0.488 0.747 -1.000]
[-0.521 1.000 -0.397 -1.000 1.000 -0.155]
[-1.000 0.784 -0.072 0.207 -0.969 1.000]
[-0.357 0.558 1.000 -1.000 -0.544 -0.597]
[0.652 0.324 -1.000 0.202 -1.000 -0.147]
[0.274 -0.451 -0.378 -1.000 1.000 -0.308]
[-0.483 1.000 0.151 -1.000 -0.478 -1.000]
[-0.087 -0.516 -1.000 -1.000 -1.000 -1.000]
[-0.453 -0.250 1.000 -0.186 -0.136 -1.000]
[-0.658 -0.009 -1.000 -0.976 -0.753 1.000]
[-0.987 -0.249 1.000 0.762 0.237 -1.000]
[0.965 1.000 -0.243 0.586 -0.467 -1.000]
[0.796 -0.862 -0.024 -1.000 0.729 -0.073]
[-1.000 -1.000 0.622 0.060 -0.886 -1.000]
[0.580 0.739 0.210 1.000 0.852 -0.126]
[-1.000 -0.441 -1.000 0.035 0.866 -0.108]
[-0.362 0.974 -1.000 0.048 0.063 0.582]
[1.000 -0.614 0.079 0.580 1.000 -0.132]
[-1.000 -0.104 -1.000 -0.164 0.183 -0.588]
[-0.785 0.236 -0.163 -1.000 1.000 -1.000]
[-0.403 -0.308 0.338 -0.016 -0.639 1.000]
[1.000 -0.195 0.516 -1.000 0.142 0.821]
[1.000 -0.386 -0.930 0.159 1.000 1.000]
[-0.511 1.000 1.000 -0.245 -1.000 -0.988]
[0.182 -0.081 0.318 1.000 0.347 0.052]
[1.000 -0.141 0.354 1.000 -1.000 0.144]
[-1.000 -1.000 -1.000 -0.593 -0.200 -1.000]
[0.396 1.000 -0.479 -0.390 0.530 0.840]
[0.618 0.345 0.615 0.189 0.810 0.190]
[-1.000 0.524 1.000 -0.283 1.000 -0.460]
[-0.699 0.089 -1.000 0.429 -0.760 -0.228]
[-1.000 -0.039 1.000 -0.655 1.000 -1.000]
[-0.777 -0.911 -0.354 -0.961 1.000 0.078]
[-0.306 0.549 -1.000 0.357 -0.160 0.768]
[1.000 -1.000 0.254 0.127 -1.000 1.000]
[0.443 0.899 1.000 0.709 0.341 0.375]
[-1.000 -1.000 -0.473 0.805 -0.159 0.618]
[0.333 -0.686 0.849 -0.439 1.000 -0.597]
[0.591 0.903 -0.913 -0.410 -0.285 -1.000]
[0.045 -1.000 1.000 0.034 -1.000 0.244]
[-0.685 1.000 -0.585 -0.064 -0.118 -1.000]
[0.101 -1.000 1.000 1.000 0.438 -1.000]
[-0.407 0.756 -1.000 -1.000 1.000 -0.340]
[-1.000 0.659 -1.000 0.898 1.000 -1.000]
[0.441 1.000 0.792 -0.992 0.227 1.000]
[0.887 0.786 -1.000 0.179 -0.335 0.771]
[0.163 -0.129 1.000 -1.000 1.000 -0.190]
[-0.252 1.000 -0.903 -0.379 0.444 0.727]
[-1.000 -0.436 1.000 1.000 -1.000 1.000]
[0.034 -1.000 -1.000 0.501 -0.743 0.255]
[-1.000 0.133 -0.910 0.232 -0.465 -0.376]
[-0.183 -1.000 -0.393 -0.204 0.520 -0.118]
[-0.746 1.000 -0.408 -0.683 -0.035 0.788]
[0.771 0.268 0.521 -0.132 1.000 0.470]
[-0.697 -1.000 -0.978 0.085 -0.142 0.270]
[0.319 -0.865 1.000 1.000 0.814 0.138]
[-1.000 0.974 0.643 1.000 1.000 -0.413]
[0.313 -0.251 -0.854 0.003 -1.000 0.645]
[-0.578 -0.297 0.672 -1.000 1.000 0.524]
[0.835 1.000 0.228 0.679 1.000 0.351]
[0.684 0.725 -0.698 -1.000 0.850 -0.824]
[1.000 0.436 -0.316 0.607 -0.039 -0.035]
[-1.000 0.744 1.000 0.921 0.786 0.807]
[0.441 0.517 1.000 -0.134 1.000 -0.874]
[-0.045 -0.845 -0.853 -0.461 -1.000 -0.689]
[0.696 -0.911 0.362 1.000 -0.415 -1.000]
[-0.035 1.000 1.000 0.675 0.985 0.049]
[-0.543 0.359 -0.683 -0.271 -0.108 0.995]
[1.000 -0.601 -0.081 0.112 -1.000 -1.000]
[0.518 -1.000 1.000 0.816 -1.000 0.095]
[-0.520 1.000 0.670 -0.273 -0.345 -0.576]
[-1.000 -0.235 0.914 -0.297 1.000 -0.011]
[-0.778 0.523 0.350 -1.000 -1.000 1.000]
[0.873 0.590 -0.793 -1.000 1.000 -0.505]
[-1.000 -1.000 -0.416 -1.000 1.000 -0.635]
[-1.000 -1.000 0.037 -1.000 0.363 -1.000]
[1.000 -1.000 -1.000 -0.667 -0.237 -0.893]
[-0.089 1.000 -0.975 -0.472 -0.182 0.825]
[0.398 0.110 0.227 0.864 -0.591 -0.081]
[-1.000 0.764 1.000 -1.000 0.156 0.217]
[0.327 0.460 0.040 -0.969 -0.093 -1.000]
[0.585 0.009 1.000 -0.688 -0.744 1.000]
[1.000 0.471 -0.829 1.000 -1.000 1.000]
[-1.000 0.335 -1.000 0.670 -0.708 -1.000]
[-1.000 0.943 -0.383 1.000 0.031 -0.063]
[0.554 -0.569 0.861 -0.479 1.000 0.791]
[0.444 1.000 -0.930 1.000 -0.746 0.690]
[0.120 0.093 1.000 1.000 -0.265 -0.797]
[-1.000 0.164 1.000 1.000 0.453 0.608]
[-1.000 -0.208 -1.000 0.528 0.973 -0.642]
[-0.435 -0.020 -1.000 0.370 0.265 0.189]
[-1.000 -0.264 0.720 -0.123 0.189 -1.000]
[1.000 -1.000 -1.000 0.055 0.096 -1.000]
[0.720 -0.208 0.735 1.000 -1.000 1.000]
[-0.661 -0.243 -0.635 -0.972 -0.386 -0.100]
[-0.754 0.071 0.928 1.000 -0.637 -0.130]
[0.753 1.000 1.000 -1.000 -0.621 -0.472]
[0.746 0.733 -0.044 1.000 -1.000 0.536]
[-0.700 0.257 1.000 0.839 1.000 0.387]
[-1.000 -0.365 0.934 -0.505 -0.678 1.000]
[1.000 0.306 -0.152 0.844 1.000 1.000]
[-1.000 -0.745 -1.000 -1.000 -0.409 -0.416]
[-1.000 1.000 -0.292 -1.000 -0.056 0.564]
[-0.853 0.442 0.421 1.000 0.371 0.252]
[0.760 -1.000 1.000 -0.530 0.773 0.433]
[-0.664 -0.017 -1.000 1.000 -1.000 -1.000]
[-1.000 -0.507 -0.808 -0.193 -0.514 1.000]
[-0.605 -0.207 0.352 0.339 1.000 -0.599]
[-1.000 -0.534 -1.000 -0.017 0.463 -0.069]
[-0.526 0.665 0.182 0.496 -1.000 -1.000]
[0.324 1.000 0.378 -0.506 0.085 0.529]
[-0.092 -1.000 -0.679 0.002 0.792 -1.000]
[-0.749 -0.636 0.591 1.000 0.204 1.000]
