step,reward
419,410.30345127558934
482,30.253549258026474
531,28.000929134565
596,19.73941417979644
940,55.913137935126684
990,18.4760243874988
1490,794.4736742802545
1581,52.43555463242
1621,29.97756679995564
1713,35.449234904820585
2213,272.2510866837691
2320,94.4209549872852
2503,52.898783718399926
3003,83.4063926058627
3071,79.79145953997687
3159,43.35827599614345
3293,149.5414757173319
3329,10.352038273621183
