#{"t_start": 1642724398.4378257, "env_id": null}
r,l,t
854.274778,1000,27.545318
856.242038,1000,55.297221
1265.736566,1000,84.942547
314.605496,1000,113.306069
396.513144,255,122.524106
291.152495,358,133.286271
1284.773634,1000,161.739128
1332.383113,1000,191.124896
868.002069,1000,220.223513
716.035275,800,246.064883
119.915946,134,250.661591
817.687797,1000,279.355851
1186.91043,1000,309.701186
1104.471057,1000,339.192377
1262.128865,994,369.66528
577.924012,1000,398.694717
632.249913,1000,429.004407
106.425088,107,433.176957
63.683527,133,437.708089
1296.1423,796,460.846138
930.588633,1000,492.142328
1772.090764,1000,520.620417
982.836918,1000,551.86705
1099.121003,1000,579.943306
928.669705,1000,609.638897
1092.07148,1000,638.309084
455.940819,1000,668.001015
342.791381,397,680.086962
804.982563,1000,708.762995
115.524809,290,717.565557
736.713495,1000,747.534971
767.568601,1000,775.695595
1024.633331,1000,806.177176
524.521374,574,822.875512
296.762914,333,832.789168
539.392677,1000,861.994051
627.186004,1000,889.88161
1024.115182,857,915.800171
1500.882367,1000,944.657134
345.338443,412,956.66132
1116.058545,1000,988.760048
1197.453379,1000,1017.03806
568.123809,1000,1046.883901
1547.906938,1000,1074.654789
1085.53153,1000,1103.816832
1813.081602,1000,1132.491883
2342.638987,1000,1162.645396
2046.205384,1000,1191.770162
1082.423807,1000,1221.176298
2746.306862,1000,1249.273905
742.979153,1000,1280.154454
810.232203,1000,1307.841796
1211.822097,1000,1337.708943
1304.27885,1000,1366.815638
673.959872,1000,1396.901314
304.914763,1000,1424.625601
1272.250236,1000,1454.624348
1734.728645,951,1482.383446
1687.834717,1000,1511.780797
1587.171607,1000,1540.024337
1504.964408,1000,1568.622593
1883.985209,1000,1597.712247
390.305956,556,1613.877712
1065.826404,600,1632.379021
2310.708103,1000,1662.5575
2761.492279,1000,1691.57488
3321.062294,1000,1721.706414
1550.252174,1000,1752.330642
2614.198324,1000,1781.134804
1815.830455,1000,1811.932206
1560.162234,1000,1840.228671
2545.530139,1000,1870.884773
1035.074635,1000,1900.211272
1268.752129,1000,1931.940878
1674.549664,1000,1960.643428
1946.838307,1000,1991.253698
2296.715015,1000,2022.376438
2061.439464,1000,2050.94686
2801.318951,1000,2082.273438
1106.811844,1000,2111.068552
1591.983825,1000,2143.592611
2143.341063,1000,2172.972549
999.081415,914,2201.997519
108.054861,200,2208.47206
705.512477,1000,2237.433249
1574.129203,1000,2267.944305
726.231357,1000,2297.322644
2029.111765,1000,2327.865202
1656.043441,1000,2356.986867
2062.4672,1000,2386.946565
1134.491372,1000,2415.455558
1669.774367,1000,2446.468803
1062.791412,1000,2475.490005
1792.426028,1000,2505.860615
2879.369044,1000,2534.919963
1584.489378,1000,2565.4594
1470.851346,1000,2593.941239
1755.879172,1000,2624.325103
2852.920393,1000,2655.502584
1438.408341,1000,2685.89748
2607.964209,1000,2715.256551
1436.640957,788,2741.776388
2986.669801,1000,2771.961768
2200.213108,1000,2803.447556
1596.282516,1000,2832.566889
2156.664459,1000,2862.637333
1549.310144,1000,2892.792409
2393.67792,1000,2923.210915
1166.398882,1000,2953.080826
1779.120104,1000,2983.19525
2764.177511,1000,3013.052275
1872.241715,1000,3045.46907
2422.474615,1000,3074.354742
1449.786592,1000,3106.444165
1740.82481,1000,3136.299104
1481.447463,1000,3164.963645
2300.524309,1000,3194.224783
2808.705163,1000,3224.04286
1821.907142,1000,3255.705036
1494.499421,1000,3284.131769
1888.556405,1000,3314.233753
2333.688029,1000,3343.968141
1105.219231,1000,3374.704452
2952.088584,1000,3404.589222
2325.205251,1000,3435.906686
2277.940363,1000,3465.069676
1993.658507,1000,3497.569818
2835.950526,1000,3526.181437
1984.666485,1000,3559.032113
2400.288908,1000,3587.946476
1942.528029,1000,3618.520749
2728.865394,1000,3647.313306
3674.250948,1000,3677.869901
2925.731697,1000,3707.802778
1547.682371,1000,3739.075504
4033.215766,1000,3770.836778
4228.699623,1000,3801.986436
1992.747862,1000,3831.842682
2871.174676,1000,3863.757007
2036.286763,1000,3893.327438
2860.246989,1000,3924.973301
2621.45388,1000,3955.233143
3510.561326,1000,3986.383837
2958.964969,1000,4018.1178
3074.318645,1000,4050.576458
1610.022125,1000,4080.679309
2039.511014,1000,4112.757515
2968.069204,1000,4143.258369
3846.887535,1000,4174.067358
2935.459005,1000,4204.503727
751.425256,1000,4235.860286
2344.148725,1000,4266.307511
2530.222459,1000,4299.213277
2930.951887,1000,4333.263849
1019.852313,1000,4366.56679
3120.302853,1000,4398.626457
3873.722638,1000,4431.238503
1333.143272,1000,4466.444735
4027.404644,1000,4498.222821
3294.522641,1000,4535.186603
3059.61499,1000,4568.441759
4210.086111,838,4600.507905
3122.788265,1000,4633.444244
2725.007462,1000,4666.237402
2530.576818,1000,4697.890616
1959.862034,1000,4729.468131
3129.325536,1000,4761.107194
2942.347822,1000,4796.789502
2868.548651,1000,4828.307004
2263.362312,1000,4862.618897
1803.949243,1000,4893.188599
3645.608373,1000,4927.538275
3129.735225,1000,4959.241847
4056.758521,1000,4993.151116
2164.308447,1000,5025.003676
2033.480415,1000,5059.61067
3051.859253,1000,5093.214545
3228.675457,1000,5126.322388
3497.590205,1000,5157.602479
2956.341159,1000,5191.060543
3853.10686,1000,5222.511935
2447.095068,1000,5256.602415
2555.085983,1000,5287.386317
952.53863,273,5298.043442
503.918376,160,5303.663216
3258.084129,1000,5339.729146
2522.052278,1000,5371.900259
