#{"t_start": 1642253795.5760489, "env_id": null}
r,l,t
-0.185963,5,1.215905
1.627106,63,4.129415
0.203543,33,6.114739
-0.800212,65,9.248535
-0.061207,13,10.629093
0.54323,33,12.615381
-0.533411,52,15.213059
-0.135628,13,16.694488
0.247309,30,18.60513
-0.114636,17,20.102336
-0.033752,20,21.685706
0.2083,29,23.539093
0.273549,26,25.427217
-0.150879,18,26.944566
0.949948,65,29.976094
-2.225983,33,31.97045
0.611946,35,34.151105
-0.182165,7,35.33489
-0.129498,15,36.767006
-0.177921,14,38.166988
0.181936,20,39.747857
-0.211177,6,41.013962
0.048279,19,42.574022
0.519108,53,45.209152
5.084473,71,48.401272
0.912534,39,50.721768
0.14075,14,52.138126
0.081022,18,53.657924
-0.69485,36,55.791362
-0.451014,42,58.087026
-1.901808,42,60.512965
-0.222163,7,61.703841
0.836711,25,63.459725
0.868715,26,65.255225
-0.177386,9,66.606801
17.269176,46,69.039086
4.042403,51,71.633259
0.181026,15,73.081847
0.688508,63,76.162916
1.057199,44,78.5006
0.195939,59,81.348475
-0.102601,15,82.769626
0.638883,84,86.335885
0.152418,29,88.30441
-0.17112,13,89.68241
0.554205,31,91.606026
2.693278,74,94.867344
1.143481,51,97.505654
-0.154422,19,99.074711
0.099085,23,100.756386
-1.893931,76,104.124691
0.127544,39,106.297501
-0.175207,6,107.578072
16.915475,55,110.316732
-0.446688,26,112.118014
1.984017,91,115.902488
1.015885,45,118.415811
0.019352,15,119.851859
0.039361,23,121.550122
0.009715,23,123.210229
-0.642078,22,125.759021
-0.018181,15,127.306628
1.462913,59,130.135622
-0.08513,23,131.807884
0.073801,21,133.433366
0.124943,27,135.357829
0.198,20,136.956264
0.111361,35,139.009856
-0.151777,15,140.444302
0.395886,22,142.077715
-0.084401,19,143.749182
-0.931182,55,146.44276
0.532222,23,148.13324
-0.100703,26,149.903473
0.09456,22,151.673737
-0.08454,22,153.313159
-0.445294,32,155.304262
-0.717383,33,157.343714
-0.649974,28,159.334757
0.036189,28,161.186809
-0.165402,12,162.551278
-0.350732,40,164.764736
1.846348,49,167.269587
0.071916,11,168.573924
-0.004274,29,170.441077
-0.144895,9,171.816873
0.247804,16,173.293241
0.354212,26,175.058081
-0.141355,22,176.710073
0.399506,31,178.786335
0.105965,22,180.465065
0.027714,16,181.941445
0.303599,27,183.751589
0.968416,60,186.572201
0.212226,20,188.271246
0.054686,28,190.098499
0.317467,26,191.885686
-0.143839,14,193.276068
-0.088953,13,194.769125
0.698047,63,197.693816
-0.185679,15,199.131416
0.490385,28,200.941373
-0.145095,8,202.148881
-0.031943,14,203.677695
0.374049,32,205.661771
1.379627,130,210.650288
1.939868,72,213.840428
0.02857,24,215.652546
-0.192405,8,216.869725
-0.138533,28,218.702864
-0.067718,14,220.11914
-0.223259,30,222.026759
0.012943,119,226.852416
-0.584164,39,229.06191
0.153806,22,230.713687
0.153995,16,232.188413
0.981947,30,234.210449
17.641333,53,236.872783
-0.005452,27,238.687249
-0.020339,24,240.40227
0.002245,18,241.922264
0.059659,22,243.686764
1.937845,48,246.158453
-0.039961,20,247.750016
-0.067464,33,249.765597
-0.155985,14,251.294076
0.988414,36,253.491988
-0.02989,13,254.86752
-0.334411,31,256.796615
1.377081,69,260.786092
-0.204297,11,262.203157
-0.587118,37,264.344796
1.461841,63,267.303991
-0.024283,12,268.637325
0.032129,10,270.033944
2.017543,43,272.349856
0.029607,90,276.129704
0.47982,25,277.868659
0.218343,20,279.591525
-0.69672,24,281.353069
-0.054189,12,282.715437
0.111897,37,284.854216
0.319817,22,286.536399
1.002888,25,288.271982
0.423476,33,290.2686
0.897662,40,292.585607
0.019663,34,294.633148
-0.147552,10,295.924726
0.439242,30,297.825332
0.128038,47,300.355255
-1.16866,37,302.523881
0.089003,12,303.876645
0.068896,15,305.308466
1.650477,39,307.494988
0.699771,33,309.604456
1.239846,34,311.626054
-0.107183,17,313.134172
0.803906,25,314.865997
9.38746,137,320.299741
-1.096088,47,322.746683
2.106011,117,327.418909
-0.125122,18,328.944196
-0.13737,9,330.195665
-1.34108,69,333.450273
0.013027,14,334.858443
0.361244,21,336.479697
0.716053,35,338.525835
-0.066927,72,341.783673
-0.699313,157,347.781766
0.069721,28,349.63708
0.092283,23,351.338145
0.126921,15,352.776284
-0.610777,20,354.504539
-0.067453,10,355.772651
0.985617,66,358.803152
-0.135604,17,360.289416
-0.610313,37,362.56041
-0.164338,9,363.814146
2.902471,82,367.380623
-0.098717,23,369.055389
-0.199665,24,370.792329
1.828595,42,373.172641
0.70441,49,375.65686
0.247248,44,378.87505
-0.029485,13,380.250247
0.199387,23,382.039077
0.707724,29,383.928325
0.424075,52,386.530667
0.410237,24,388.271713
0.045979,12,389.612666
0.1199,45,392.079631
0.41701,55,394.742186
0.331676,30,396.630565
-0.114878,17,398.131172
0.53421,38,400.40369
-0.096304,22,402.070656
0.446877,31,404.007469
0.378524,28,405.866064
-0.01186,23,407.686802
-0.221629,7,408.885649
-0.742645,30,410.81858
-0.145164,8,412.038467
0.281474,27,413.868489
0.335745,18,415.406007
-0.032647,37,417.522419
-0.600899,28,419.485639
0.019685,28,421.333755
0.104028,22,422.981486
0.238003,19,424.534247
0.290538,30,426.542509
0.656612,30,428.467144
-0.113017,15,429.909848
0.252576,16,431.377708
1.502654,57,434.091948
-1.485374,24,435.960492
0.140997,25,437.710081
1.342164,112,442.202686
-0.44164,24,443.910445
0.003006,20,445.61343
-0.011068,12,446.961423
0.455955,30,448.872498
0.202311,17,450.357208
1.040789,56,453.064225
-0.155831,9,454.433147
0.115798,31,456.370321
0.400782,109,460.764809
0.459187,42,463.041672
-0.149456,15,464.617363
-0.131794,11,465.935472
0.206201,24,467.633454
0.748129,26,469.417793
-0.034185,12,470.752164
-0.167701,18,472.394282
0.081273,19,473.951865
0.970478,104,478.206186
0.172933,39,480.369135
0.038241,12,481.830596
0.061229,15,483.265436
1.16823,63,486.192865
0.739202,38,488.344586
0.551691,30,490.241886
0.288376,19,491.91289
0.520686,35,493.993428
-0.075469,20,495.574632
-2.353991,47,498.061349
-0.116521,16,499.636466
-0.087112,12,500.991895
0.21187,16,502.461982
0.200068,25,504.214381
0.080439,11,505.512243
0.246331,15,507.080786
0.11037,41,509.32129
-0.076911,12,510.674799
-0.0119,10,512.825122
15.419985,53,515.595841
0.263804,49,518.100776
0.08442,15,519.539489
0.575936,32,521.497204
0.739287,23,523.312014
0.008788,15,524.757757
-0.019946,17,526.255371
-0.104273,14,527.664228
0.017835,43,529.981886
0.333929,30,531.882461
0.3833,22,533.521312
-0.115434,11,534.952905
-0.08449,20,536.556276
-0.007319,10,537.83651
1.433141,76,541.164989
0.132085,17,542.794465
-0.050891,20,544.38538
2.415854,74,547.671782
-0.088001,16,549.13303
-0.117738,12,550.464809
-0.00056,34,552.610796
0.332516,17,554.116265
1.032645,40,556.335735
-0.177612,11,557.64079
0.05554,41,559.99782
0.807168,61,562.864915
0.095331,13,564.24692
1.297434,177,570.756022
1.246507,50,573.319395
-0.193594,12,574.791176
0.365907,43,577.085467
0.772143,32,579.035918
31.665814,30,580.961805
-0.030148,13,582.446975
0.197635,22,584.119304
-0.116047,16,585.584949
0.767756,38,587.727427
0.17613,15,589.161926
-0.004383,47,591.71314
0.202979,30,593.607822
