"[1.212 0.000 1.153 0.000 0.000 0.768 0.000 0.000 0.000 1.547 0.000 1.399
 1.000 0.382 1.000 -1.000 0.974 0.869]"
"[0.000 0.340 0.728 0.000 0.950 0.833 0.000 0.707 1.202 2.250 1.249 0.000
 -0.922 1.000 -1.000 -1.000 -1.000 -0.504]"
"[0.098 0.000 0.571 0.000 0.492 0.293 0.000 0.321 0.419 0.027 0.000 0.039
 0.482 -1.000 -0.493 0.502 0.307 1.000]"
"[0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.885 0.000 0.203
 -0.144 0.731 -0.602 -0.390 0.082 0.659]"
"[0.000 1.230 0.000 0.000 0.000 1.301 0.000 1.162 0.481 1.305 1.522 1.475
 -0.097 1.000 -0.283 -0.793 -0.167 0.565]"
"[0.978 0.000 0.000 0.000 0.000 0.000 0.000 1.569 0.000 2.127 0.705 0.000
 -1.000 -1.000 -1.000 0.233 -0.409 1.000]"
"[0.000 0.000 0.000 0.000 1.747 0.880 0.909 0.629 1.260 0.000 0.000 0.616
 -0.591 -1.000 -1.000 1.000 -0.683 -0.175]"
"[1.155 0.000 0.000 0.791 0.540 0.000 0.000 0.395 0.000 0.000 0.000 2.557
 -0.153 0.618 -0.466 1.000 -0.967 -0.382]"
"[0.000 0.644 0.798 0.172 0.000 0.000 0.611 0.378 1.179 0.000 0.000 0.002
 -1.000 -0.993 -1.000 1.000 0.693 -0.354]"
"[0.000 0.000 1.541 0.000 0.732 0.323 0.000 0.000 0.000 0.000 0.081 0.000
 -0.020 -0.393 -1.000 -0.679 -0.869 -0.391]"
"[0.000 0.214 1.146 0.000 2.245 0.431 1.536 1.504 0.376 0.460 0.000 0.479
 0.726 1.000 1.000 0.091 0.130 -0.367]"
"[0.204 1.210 0.000 0.000 2.519 1.472 0.931 0.398 0.000 0.000 0.705 0.000
 -1.000 0.899 -0.497 -0.435 0.405 0.272]"
"[0.859 0.000 0.737 0.711 0.000 0.379 0.000 0.000 1.310 1.152 0.325 0.122
 -0.185 0.131 -0.105 -1.000 -0.310 -1.000]"
